study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp
PRJNA208535	SAMN06599801	SRX2639150	SRR5342475	1632839	human vaginal metagenome	11338736;62612;63556	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342475/SRR5342475.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342475/SRR5342475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342475/SRR5342475_2.fastq.gz		20308428	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/005/SRR5342475
PRJNA208535	SAMN06599800	SRX2639151	SRR5342476	1632839	human vaginal metagenome	591538;760049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342476/SRR5342476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342476/SRR5342476_2.fastq.gz		2235095	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/006/SRR5342476
PRJNA208535	SAMN06599799	SRX2639152	SRR5342477	1632839	human vaginal metagenome	752502;976464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342477/SRR5342477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342477/SRR5342477_2.fastq.gz		2907885	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/007/SRR5342477
PRJNA208535	SAMN06599798	SRX2639153	SRR5342478	1632839	human vaginal metagenome	459568;514146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342478/SRR5342478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342478/SRR5342478_2.fastq.gz		1673594	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/008/SRR5342478
PRJNA208535	SAMN06599797	SRX2639154	SRR5342479	1632839	human vaginal metagenome	1050509;1213759	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342479/SRR5342479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342479/SRR5342479_2.fastq.gz		4038132	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/009/SRR5342479
PRJNA208535	SAMN06599796	SRX2639155	SRR5342480	1632839	human vaginal metagenome	382330;458149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342480/SRR5342480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342480/SRR5342480_2.fastq.gz		1408294	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/000/SRR5342480
PRJNA208535	SAMN06599795	SRX2639156	SRR5342481	1632839	human vaginal metagenome	1012193;1303636	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342481/SRR5342481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342481/SRR5342481_2.fastq.gz		4304998	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/001/SRR5342481
PRJNA208535	SAMN06599794	SRX2639157	SRR5342482	1632839	human vaginal metagenome	903580;1205034	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342482/SRR5342482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342482/SRR5342482_2.fastq.gz		4032591	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/002/SRR5342482
PRJNA208535	SAMN06599793	SRX2639158	SRR5342483	1632839	human vaginal metagenome	2779357;3764756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342483/SRR5342483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342483/SRR5342483_2.fastq.gz		11857048	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/003/SRR5342483
PRJNA208535	SAMN06599792	SRX2639159	SRR5342484	1632839	human vaginal metagenome	68368;84594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342484/SRR5342484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342484/SRR5342484_2.fastq.gz		329440	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/004/SRR5342484
PRJNA208535	SAMN06599791	SRX2639160	SRR5342485	1632839	human vaginal metagenome	9628406;3602;3976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342485/SRR5342485.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342485/SRR5342485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342485/SRR5342485_2.fastq.gz		14891131	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/005/SRR5342485
PRJNA208535	SAMN06599790	SRX2639161	SRR5342486	1632839	human vaginal metagenome	21398440;22039;19603	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342486/SRR5342486.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342486/SRR5342486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342486/SRR5342486_2.fastq.gz		32975819	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/006/SRR5342486
PRJNA208535	SAMN06599789	SRX2639162	SRR5342487	1632839	human vaginal metagenome	1836586;274;288	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342487/SRR5342487.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342487/SRR5342487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342487/SRR5342487_2.fastq.gz		2995322	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/007/SRR5342487
PRJNA208535	SAMN06599788	SRX2639163	SRR5342488	1632839	human vaginal metagenome	386225;478347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342488/SRR5342488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342488/SRR5342488_2.fastq.gz		1509559	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/008/SRR5342488
PRJNA208535	SAMN06599787	SRX2639164	SRR5342489	1632839	human vaginal metagenome	7645860;1679;2079	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342489/SRR5342489.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342489/SRR5342489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342489/SRR5342489_2.fastq.gz		12337245	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/009/SRR5342489
PRJNA208535	SAMN06599786	SRX2639165	SRR5342490	1632839	human vaginal metagenome	240532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342490/SRR5342490.fastq.gz		411418	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/000/SRR5342490
PRJNA208535	SAMN06599785	SRX2639166	SRR5342491	1632839	human vaginal metagenome	8135370;2628;2380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342491/SRR5342491.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342491/SRR5342491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342491/SRR5342491_2.fastq.gz		12967263	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/001/SRR5342491
PRJNA208535	SAMN06599784	SRX2639167	SRR5342492	1632839	human vaginal metagenome	8274490;4652;4368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342492/SRR5342492.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342492/SRR5342492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342492/SRR5342492_2.fastq.gz		13257157	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/002/SRR5342492
PRJNA208535	SAMN06599783	SRX2639168	SRR5342493	1632839	human vaginal metagenome	9831751;4677;4674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342493/SRR5342493.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342493/SRR5342493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342493/SRR5342493_2.fastq.gz		15384992	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/003/SRR5342493
PRJNA208535	SAMN06599782	SRX2639169	SRR5342494	1632839	human vaginal metagenome	858108	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342494/SRR5342494.fastq.gz		1365355	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/004/SRR5342494
PRJNA208535	SAMN06599781	SRX2639170	SRR5342495	1632839	human vaginal metagenome	1941677;322;304	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342495/SRR5342495.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342495/SRR5342495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342495/SRR5342495_2.fastq.gz		3066183	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/005/SRR5342495
PRJNA208535	SAMN06599780	SRX2639171	SRR5342496	1632839	human vaginal metagenome	8255724;4166;4471	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342496/SRR5342496.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342496/SRR5342496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342496/SRR5342496_2.fastq.gz		12922157	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/006/SRR5342496
PRJNA208535	SAMN06599779	SRX2639172	SRR5342497	1632839	human vaginal metagenome	5062500;1149;1222	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342497/SRR5342497.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342497/SRR5342497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342497/SRR5342497_2.fastq.gz		7941650	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/007/SRR5342497
PRJNA208535	SAMN06599778	SRX2639173	SRR5342498	1632839	human vaginal metagenome	1307298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342498/SRR5342498.fastq.gz		2058135	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/008/SRR5342498
PRJNA208535	SAMN06599777	SRX2639174	SRR5342499	1632839	human vaginal metagenome	10451220;4718;4627	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342499/SRR5342499.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342499/SRR5342499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342499/SRR5342499_2.fastq.gz		16218015	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/009/SRR5342499
PRJNA208535	SAMN06599776	SRX2639175	SRR5342500	1632839	human vaginal metagenome	10930340;4196;4583	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342500/SRR5342500.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342500/SRR5342500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342500/SRR5342500_2.fastq.gz		16783219	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/000/SRR5342500
PRJNA208535	SAMN06599775	SRX2639176	SRR5342501	1632839	human vaginal metagenome	4960114;1527;1661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342501/SRR5342501.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342501/SRR5342501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342501/SRR5342501_2.fastq.gz		7699427	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/001/SRR5342501
PRJNA208535	SAMN06599774	SRX2639177	SRR5342502	1632839	human vaginal metagenome	3299249;432;519	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342502/SRR5342502.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342502/SRR5342502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342502/SRR5342502_2.fastq.gz		5094590	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/002/SRR5342502
PRJNA208535	SAMN06599773	SRX2639178	SRR5342503	1632839	human vaginal metagenome	5864640;2131;2365	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342503/SRR5342503.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342503/SRR5342503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342503/SRR5342503_2.fastq.gz		9344249	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/003/SRR5342503
PRJNA208535	SAMN06599772	SRX2639179	SRR5342504	1632839	human vaginal metagenome	23856830;24321;27409	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342504/SRR5342504.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342504/SRR5342504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342504/SRR5342504_2.fastq.gz		36324680	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/004/SRR5342504
PRJNA208535	SAMN06599771	SRX2639180	SRR5342505	1632839	human vaginal metagenome	1975182;2452584	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342505/SRR5342505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342505/SRR5342505_2.fastq.gz		7608312	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/005/SRR5342505
PRJNA208535	SAMN06599770	SRX2639181	SRR5342506	1632839	human vaginal metagenome	162806;236690	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342506/SRR5342506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342506/SRR5342506_2.fastq.gz		721992	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/006/SRR5342506
PRJNA208535	SAMN06599769	SRX2639182	SRR5342507	1632839	human vaginal metagenome	3310643;4023921	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342507/SRR5342507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342507/SRR5342507_2.fastq.gz		12599122	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/007/SRR5342507
PRJNA208535	SAMN06599768	SRX2639183	SRR5342508	1632839	human vaginal metagenome	972567;1174415	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342508/SRR5342508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342508/SRR5342508_2.fastq.gz		3875038	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/008/SRR5342508
PRJNA208535	SAMN06599767	SRX2639184	SRR5342509	1632839	human vaginal metagenome	628225;819149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342509/SRR5342509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342509/SRR5342509_2.fastq.gz		2542608	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/009/SRR5342509
PRJNA208535	SAMN06599766	SRX2639185	SRR5342510	1632839	human vaginal metagenome	360301;512996	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342510/SRR5342510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342510/SRR5342510_2.fastq.gz		1635889	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/000/SRR5342510
PRJNA208535	SAMN06599765	SRX2639186	SRR5342511	1632839	human vaginal metagenome	2175034;2635962	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342511/SRR5342511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342511/SRR5342511_2.fastq.gz		7790288	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/001/SRR5342511
PRJNA208535	SAMN06599764	SRX2639187	SRR5342512	1632839	human vaginal metagenome	947523;1198323	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342512/SRR5342512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342512/SRR5342512_2.fastq.gz		3937917	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/002/SRR5342512
PRJNA208535	SAMN06599763	SRX2639188	SRR5342513	1632839	human vaginal metagenome	718279;923064	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342513/SRR5342513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342513/SRR5342513_2.fastq.gz		2822026	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/003/SRR5342513
PRJNA208535	SAMN06599762	SRX2639189	SRR5342514	1632839	human vaginal metagenome	7355616;29157;29042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342514/SRR5342514.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342514/SRR5342514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342514/SRR5342514_2.fastq.gz		12884787	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/004/SRR5342514
PRJNA208535	SAMN06599761	SRX2639190	SRR5342515	1632839	human vaginal metagenome	547707;926583	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342515/SRR5342515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342515/SRR5342515_2.fastq.gz		2467505	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/005/SRR5342515
PRJNA208535	SAMN06599760	SRX2639191	SRR5342516	1632839	human vaginal metagenome	1671143;2483283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342516/SRR5342516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342516/SRR5342516_2.fastq.gz		7619473	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/006/SRR5342516
PRJNA208535	SAMN06599759	SRX2639192	SRR5342517	1632839	human vaginal metagenome	34210016;71059;67101	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342517/SRR5342517.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342517/SRR5342517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342517/SRR5342517_2.fastq.gz		54962603	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/007/SRR5342517
PRJNA208535	SAMN06599758	SRX2639193	SRR5342518	1632839	human vaginal metagenome	6627;9160	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342518/SRR5342518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342518/SRR5342518_2.fastq.gz		81411	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/008/SRR5342518
PRJNA208535	SAMN06599757	SRX2639194	SRR5342519	1632839	human vaginal metagenome	39251485;79583;85497	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342519/SRR5342519.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342519/SRR5342519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342519/SRR5342519_2.fastq.gz		62163058	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/009/SRR5342519
PRJNA208535	SAMN06599756	SRX2639195	SRR5342520	1632839	human vaginal metagenome	129522;202743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342520/SRR5342520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342520/SRR5342520_2.fastq.gz		650354	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/000/SRR5342520
PRJNA208535	SAMN06599755	SRX2639196	SRR5342521	1632839	human vaginal metagenome	110985;159436	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342521/SRR5342521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342521/SRR5342521_2.fastq.gz		527608	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/001/SRR5342521
PRJNA208535	SAMN06599754	SRX2639197	SRR5342522	1632839	human vaginal metagenome	2097391;2336499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342522/SRR5342522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342522/SRR5342522_2.fastq.gz		7104345	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/002/SRR5342522
PRJNA208535	SAMN06599753	SRX2639198	SRR5342523	1632839	human vaginal metagenome	1441176;1795157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342523/SRR5342523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342523/SRR5342523_2.fastq.gz		5470086	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/003/SRR5342523
PRJNA208535	SAMN06599752	SRX2639199	SRR5342524	1632839	human vaginal metagenome	8294347;91347;94682	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342524/SRR5342524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342524/SRR5342524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342524/SRR5342524_2.fastq.gz		14582737	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/004/SRR5342524
PRJNA208535	SAMN06599751	SRX2639200	SRR5342525	1632839	human vaginal metagenome	9408291;99197;102281	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342525/SRR5342525.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342525/SRR5342525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342525/SRR5342525_2.fastq.gz		16159017	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/005/SRR5342525
PRJNA208535	SAMN06599750	SRX2639201	SRR5342526	1632839	human vaginal metagenome	1242898;1452873	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342526/SRR5342526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342526/SRR5342526_2.fastq.gz		4499033	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/006/SRR5342526
PRJNA208535	SAMN06599749	SRX2639202	SRR5342527	1632839	human vaginal metagenome	9290121;98130;102339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342527/SRR5342527.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342527/SRR5342527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5342527/SRR5342527_2.fastq.gz		16297015	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/007/SRR5342527
PRJNA208535	SAMN06599748	SRX2639203	SRR5342528	1632839	human vaginal metagenome	3161024;3626777	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342528/SRR5342528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5342528/SRR5342528_2.fastq.gz		11237224	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/008/SRR5342528
PRJNA208535	SAMN06599747	SRX2639204	SRR5342529	1632839	human vaginal metagenome	215700;253991	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342529/SRR5342529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5342529/SRR5342529_2.fastq.gz		838620	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/009/SRR5342529
PRJNA208535	SAMN06599746	SRX2639205	SRR5342530	1632839	human vaginal metagenome	9236915;101657;105031	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342530/SRR5342530.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342530/SRR5342530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5342530/SRR5342530_2.fastq.gz		16475175	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/000/SRR5342530
PRJNA208535	SAMN06599745	SRX2639206	SRR5342531	1632839	human vaginal metagenome	2003302;2516660	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342531/SRR5342531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5342531/SRR5342531_2.fastq.gz		7878718	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/001/SRR5342531
PRJNA208535	SAMN06599744	SRX2639207	SRR5342532	1632839	human vaginal metagenome	9791023;110614;118854	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342532/SRR5342532.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342532/SRR5342532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5342532/SRR5342532_2.fastq.gz		17988050	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/002/SRR5342532
PRJNA208535	SAMN06599743	SRX2639208	SRR5342533	1632839	human vaginal metagenome	337921;422134	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342533/SRR5342533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5342533/SRR5342533_2.fastq.gz		1348706	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/003/SRR5342533
PRJNA208535	SAMN06599742	SRX2639209	SRR5342534	1632839	human vaginal metagenome	2595116;3037223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342534/SRR5342534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5342534/SRR5342534_2.fastq.gz		9778530	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/004/SRR5342534
PRJNA208535	SAMN06599741	SRX2639210	SRR5342535	1632839	human vaginal metagenome	18230557;16576;16470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342535/SRR5342535.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342535/SRR5342535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5342535/SRR5342535_2.fastq.gz		28659054	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/005/SRR5342535
PRJNA208535	SAMN06599740	SRX2639211	SRR5342536	1632839	human vaginal metagenome	16960026;12387;13392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342536/SRR5342536.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342536/SRR5342536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5342536/SRR5342536_2.fastq.gz		26276223	ftp.sra.ebi.ac.uk/vol1/srr/SRR534/006/SRR5342536
